county,year,month,total_gwh,residential_gwh,nonresidential_gwh,month_start_date
ALAMEDA,2008,January,1106.703848835,328.7857454,777.9181034349999,2008-01-01
ALAMEDA,2008,February,971.517644093,267.2670054,704.250638693,2008-02-01
ALAMEDA,2008,March,933.949738096,252.1524694,681.7972686960001,2008-03-01
ALAMEDA,2008,April,905.672466857,234.2130108,671.4594560569999,2008-04-01
ALAMEDA,2008,May,906.5171187459999,225.6505082,680.8666105460001,2008-05-01
ALAMEDA,2008,June,910.946366357,231.4016274,679.5447389569999,2008-06-01
ALAMEDA,2008,July,993.197374979,248.4906908,744.7066841790001,2008-07-01
ALAMEDA,2008,August,910.288820128,223.8244736,686.464346528,2008-08-01
ALAMEDA,2008,September,953.9500897529999,244.0416596,709.9084301529999,2008-09-01
ALAMEDA,2008,October,896.565350063,242.4452393,654.120110763,2008-10-01
ALAMEDA,2008,November,720.431637262,200.0600606,520.3715766619999,2008-11-01
ALAMEDA,2008,December,926.940190835,296.165607,630.7745838349999,2008-12-01
ALAMEDA,2009,January,857.758523598,293.2611686,564.497354998,2009-01-01
ALAMEDA,2009,February,795.600257221,249.4467722,546.1534850209999,2009-02-01
ALAMEDA,2009,March,846.9565230100001,263.0854752,583.8710478100002,2009-03-01
ALAMEDA,2009,April,840.533610228,248.0132005,592.520409728,2009-04-01
ALAMEDA,2009,May,780.094565365,221.627946,558.466619365,2009-05-01
ALAMEDA,2009,June,843.56987885,235.977301,607.59257785,2009-06-01
ALAMEDA,2009,July,958.875315031,247.058272,711.8170430309999,2009-07-01
ALAMEDA,2009,August,884.727800791,230.2524979,654.475302891,2009-08-01
ALAMEDA,2009,September,893.374454405,247.4351271,645.939327305,2009-09-01
ALAMEDA,2009,October,878.398119659,242.8012462,635.5968734590001,2009-10-01
ALAMEDA,2009,November,751.220489003,220.5373465,530.683142503,2009-11-01
ALAMEDA,2009,December,984.459618065,314.7649866,669.694631465,2009-12-01
ALAMEDA,2010,January,877.599082086,287.4801859,590.118896186,2010-01-01
ALAMEDA,2010,February,831.457763117,257.252932,574.2048311169999,2010-02-01
ALAMEDA,2010,March,907.6483831859999,268.4953,639.1530831859999,2010-03-01
ALAMEDA,2010,April,872.368781258,253.4888394,618.8799418579999,2010-04-01
ALAMEDA,2010,May,767.0582272940001,221.8542882,545.2039390939999,2010-05-01
ALAMEDA,2010,June,879.192540422,237.3690034,641.8235370220001,2010-06-01
ALAMEDA,2010,July,883.067623887,233.1991556,649.8684682870002,2010-07-01
ALAMEDA,2010,August,960.907222448,236.087551,724.819671448,2010-08-01
ALAMEDA,2010,September,922.574875006,242.1408384,680.4340366060001,2010-09-01
ALAMEDA,2010,October,897.489095648,240.5594779,656.9296177479999,2010-10-01
ALAMEDA,2010,November,833.165364751,223.0213029,610.144061851,2010-11-01
ALAMEDA,2010,December,1045.222139727,317.479332,727.742807727,2010-12-01
ALAMEDA,2011,January,904.52785772,282.4668622,622.06099552,2011-01-01
ALAMEDA,2011,February,837.5143997729999,247.6464666,589.8679331729999,2011-02-01
ALAMEDA,2011,March,968.079553213,299.2317661,668.8477871129999,2011-03-01
ALAMEDA,2011,April,815.026057528,238.0448513,576.981206228,2011-04-01
ALAMEDA,2011,May,831.995006979,230.4681688,601.5268381790002,2011-05-01
ALAMEDA,2011,June,954.31438911,244.0294676,710.28492151,2011-06-01
ALAMEDA,2011,July,942.68002849,241.9094689,700.7705595900001,2011-07-01
ALAMEDA,2011,August,1024.284775937,237.6636365,786.6211394369999,2011-08-01
ALAMEDA,2011,September,954.277999557,240.4873763,713.7906232570001,2011-09-01
ALAMEDA,2011,October,943.2427644530001,233.4492957,709.7934687530001,2011-10-01
ALAMEDA,2011,November,820.769126387,231.9077164,588.861409987,2011-11-01
ALAMEDA,2011,December,937.631644349,293.1946412,644.437003149,2011-12-01
ALAMEDA,2012,January,905.228504528,305.7424066,599.4860979279999,2012-01-01
ALAMEDA,2012,February,804.760674259,260.9928152,543.767859059,2012-02-01
ALAMEDA,2012,March,899.288803851,271.1712415,628.117562351,2012-03-01
ALAMEDA,2012,April,806.386218087,236.7637965,569.622421587,2012-04-01
ALAMEDA,2012,May,874.78930889,242.0318986,632.75741029,2012-05-01
ALAMEDA,2012,June,816.1698774949999,229.2830676,586.8868098949999,2012-06-01
ALAMEDA,2012,July,968.698388752,234.2892625,734.409126252,2012-07-01
ALAMEDA,2012,August,1001.825982478,252.5420663,749.283916178,2012-08-01
ALAMEDA,2012,September,860.591196521,225.6860646,634.9051319210001,2012-09-01
ALAMEDA,2012,October,909.9086105260001,239.2929282,670.615682326,2012-10-01
ALAMEDA,2012,November,809.399414307,228.5780575,580.8213568070001,2012-11-01
ALAMEDA,2012,December,875.426754755,267.3852714,608.0414833549999,2012-12-01
ALAMEDA,2013,January,942.381835551,326.4402439,615.941591651,2013-01-01
ALAMEDA,2013,February,809.633076803,258.0786417,551.554435103,2013-02-01
ALAMEDA,2013,March,869.512726079,262.1705745,607.342151579,2013-03-01
ALAMEDA,2013,April,815.945169407,217.7068608,598.238308607,2013-04-01
ALAMEDA,2013,May,869.759752921,233.3095818,636.450171121,2013-05-01
ALAMEDA,2013,June,848.996727995,223.8755913,625.121136695,2013-06-01
ALAMEDA,2013,July,1000.028275833,248.9045928,751.123683033,2013-07-01
ALAMEDA,2013,August,952.735588448,232.3723492,720.3632392480001,2013-08-01
ALAMEDA,2013,September,882.879172274,230.0339579,652.8452143740001,2013-09-01
ALAMEDA,2013,October,883.8840034360001,238.7241348,645.159868636,2013-10-01
ALAMEDA,2013,November,776.155648218,211.3304098,564.8252384179999,2013-11-01
ALAMEDA,2013,December,921.2489945230001,298.399991,622.8490035230001,2013-12-01
ALAMEDA,2014,January,868.2207158850001,290.0217162,578.198999685,2014-01-01
ALAMEDA,2014,February,776.058776926,241.1092476,534.949529326,2014-02-01
ALAMEDA,2014,March,820.602390066,240.5349341,580.0674559659999,2014-03-01
ALAMEDA,2014,April,812.2112417879999,225.7608522,586.450389588,2014-04-01
ALAMEDA,2014,May,806.490491548,222.2745965,584.215895048,2014-05-01
ALAMEDA,2014,June,850.79617445,227.5444609,623.25171355,2014-06-01
ALAMEDA,2014,July,909.0329394180001,243.4510993,665.5818401180001,2014-07-01
ALAMEDA,2014,August,874.328024095,245.058185,629.269839095,2014-08-01
ALAMEDA,2014,September,890.498904234,230.5776073,659.9212969339999,2014-09-01
ALAMEDA,2014,October,917.3446022649999,245.4737104,671.870891865,2014-10-01
ALAMEDA,2014,November,757.139453708,203.5447371,553.594716608,2014-11-01
ALAMEDA,2014,December,960.9300079080001,267.449631,693.480376908,2014-12-01
ALAMEDA,2015,January,913.093146322,282.9857024,630.1074439219999,2015-01-01
ALAMEDA,2015,February,786.135880782,229.2291982,556.9066825819999,2015-02-01
ALAMEDA,2015,March,853.77745627,241.2414944,612.53596187,2015-03-01
ALAMEDA,2015,April,831.238840075,218.2267355,613.0121045750001,2015-04-01
ALAMEDA,2015,May,776.994857391,216.3273553,560.667502091,2015-05-01
ALAMEDA,2015,June,844.751458972,214.3672634,630.3841955720001,2015-06-01
ALAMEDA,2015,July,890.526614871,245.3457334,645.180881471,2015-07-01
ALAMEDA,2015,August,857.956297713,228.4956908,629.4606069130001,2015-08-01
ALAMEDA,2015,September,881.904400931,244.5442466,637.360154331,2015-09-01
ALAMEDA,2015,October,891.35006714,248.561119,642.78894814,2015-10-01
ALAMEDA,2015,November,730.009653767,208.6810388,521.328614967,2015-11-01
ALAMEDA,2015,December,928.332876602,303.3418399,624.991036702,2015-12-01
ALAMEDA,2016,January,888.3079306100001,296.8478422,591.4600884099999,2016-01-01
ALAMEDA,2016,February,803.490197244,238.812304,564.677893244,2016-02-01
ALAMEDA,2016,March,949.748746859,256.3619145,693.386832359,2016-03-01
ALAMEDA,2016,April,830.8672027040001,217.8604433,613.006759404,2016-04-01
ALAMEDA,2016,May,814.2777411870001,216.7126529,597.5650882870001,2016-05-01
ALAMEDA,2016,June,894.229606504,240.4298283,653.7997782040001,2016-06-01
ALAMEDA,2016,July,984.5634979170001,232.9268078,751.636690117,2016-07-01
ALAMEDA,2016,August,1021.104424813,245.8552659,775.2491589129999,2016-08-01
ALAMEDA,2016,September,934.6405169039999,231.0189301,703.621586804,2016-09-01
ALAMEDA,2016,October,830.2827637099999,222.6752163,607.6075474099999,2016-10-01
ALAMEDA,2016,November,835.991891564,216.4720836,619.5198079639999,2016-11-01
ALAMEDA,2016,December,932.282376764,278.9148633,653.367513464,2016-12-01
ALAMEDA,2017,January,1034.168651297,303.9166085,730.2520427970001,2017-01-01
ALAMEDA,2017,February,885.609372404,252.472758,633.1366144039999,2017-02-01
ALAMEDA,2017,March,925.395517677,274.5816337,650.8138839770002,2017-03-01
ALAMEDA,2017,April,772.283902335,212.2374356,560.046466735,2017-04-01
ALAMEDA,2017,May,920.200724757,223.180685,697.0200397570002,2017-05-01
ALAMEDA,2017,June,965.010834735,234.3264746,730.684360135,2017-06-01
ALAMEDA,2017,July,954.3595594760001,236.4251915,717.934367976,2017-07-01
ALAMEDA,2017,August,1038.95397092,254.8090869,784.1448840200001,2017-08-01
ALAMEDA,2017,September,945.524589932,249.9560664,695.568523532,2017-09-01
ALAMEDA,2017,October,848.6457247440001,230.1572847,618.488440044,2017-10-01
ALAMEDA,2017,November,825.10935967,219.9906871,605.11867257,2017-11-01
ALAMEDA,2017,December,890.05690672,268.9520103,621.1048964199999,2017-12-01
ALAMEDA,2018,January,909.549027697,285.2519001,624.2971275970001,2018-01-01
ALAMEDA,2018,February,810.791427731,238.4100374,572.381390331,2018-02-01
ALAMEDA,2018,March,928.239061009,279.3610266,648.878034409,2018-03-01
ALAMEDA,2018,April,804.897551564,225.3911377,579.506413864,2018-04-01
ALAMEDA,2018,May,861.309908099,230.7124663,630.5974417990001,2018-05-01
ALAMEDA,2018,June,833.464852332,225.8732829,607.5915694319999,2018-06-01
ALAMEDA,2018,July,889.8880877729999,240.341687,649.546400773,2018-07-01
ALAMEDA,2018,August,993.232835519,253.1677069,740.065128619,2018-08-01
ALAMEDA,2018,September,872.798306046,217.6001463,655.198159746,2018-09-01
ALAMEDA,2018,October,916.226610028,227.9118863,688.314723728,2018-10-01
ALAMEDA,2018,November,800.697084169,219.2274993,581.4695848690001,2018-11-01
ALAMEDA,2018,December,860.715217664,265.0948098,595.620407864,2018-12-01
ALAMEDA,2019,January,904.9420370949999,287.8635184,617.0785186950001,2019-01-01
ALAMEDA,2019,February,828.243338056,262.1795115,566.0638265559999,2019-02-01
ALAMEDA,2019,March,928.043960724,280.0654058,647.978554924,2019-03-01
ALAMEDA,2019,April,819.750483947,225.4330509,594.317433047,2019-04-01
ALAMEDA,2019,May,834.636234702,225.1368859,609.499348802,2019-05-01
ALAMEDA,2019,June,885.9795625879999,231.4923407,654.487221888,2019-06-01
ALAMEDA,2019,July,970.627642165,236.9024182,733.725223965,2019-07-01
ALAMEDA,2019,August,988.711556204,248.1976389,740.513917304,2019-08-01
ALAMEDA,2019,September,952.515970832,244.3140708,708.201900032,2019-09-01
ALAMEDA,2019,October,897.1382129230001,242.0872843,655.050928623,2019-10-01
ALAMEDA,2019,November,776.430820775,196.736667,579.694153775,2019-11-01
ALAMEDA,2019,December,1023.5282923579999,280.606899,742.9213933580002,2019-12-01
ALAMEDA,2020,January,905.9726457769999,306.4799206,599.4927251769999,2020-01-01
ALAMEDA,2020,February,819.1619131159999,250.0246995,569.1372136159999,2020-02-01
ALAMEDA,2020,March,856.1105314710001,257.1063025,599.0042289710001,2020-03-01
ALAMEDA,2020,April,801.542086929,268.4304835,533.111603429,2020-04-01
ALAMEDA,2020,May,740.600062087,238.676666,501.923396087,2020-05-01
ALAMEDA,2020,June,850.1439228940001,266.1072897,584.036633194,2020-06-01
ALAMEDA,2020,July,890.221324441,275.0632298,615.1580946409999,2020-07-01
ALAMEDA,2020,August,867.3869933159999,261.4354455,605.951547816,2020-08-01
ALAMEDA,2020,September,896.254949168,294.9378798,601.3170693680001,2020-09-01
ALAMEDA,2020,October,860.779539399,275.3527126,585.426826799,2020-10-01
ALAMEDA,2020,November,740.832858312,232.2259113,508.6069470119999,2020-11-01
ALAMEDA,2020,December,907.945006741,324.7684282,583.176578541,2020-12-01
ALAMEDA,2021,January,851.338417478,302.7965243,548.541893178,2021-01-01
ALAMEDA,2021,February,780.836310419,267.3640038,513.472306619,2021-02-01
ALAMEDA,2021,March,866.411731328,299.3347449,567.076986428,2021-03-01
ALAMEDA,2021,April,803.974474494,254.1196012,549.854873294,2021-04-01
ALAMEDA,2021,May,751.264391141,227.1487261,524.115665041,2021-05-01
ALAMEDA,2021,June,853.733130029,248.5965102,605.136619829,2021-06-01
ALAMEDA,2021,July,841.719543542,248.9792258,592.7403177419999,2021-07-01
ALAMEDA,2021,August,870.240723447,259.4431459,610.7975775470001,2021-08-01
ALAMEDA,2021,September,865.339596847,258.8501063,606.489490547,2021-09-01
ALAMEDA,2021,October,815.475426468,234.088422,581.3870044680001,2021-10-01
ALAMEDA,2021,November,798.90836768,222.5801924,576.32817528,2021-11-01
ALAMEDA,2021,December,930.305097494,300.2074713,630.097626194,2021-12-01
ALAMEDA,2022,January,834.3808402479999,294.2956293,540.0852109479999,2022-01-01
ALAMEDA,2022,February,764.852484574,257.9273614,506.92512317399996,2022-02-01
ALAMEDA,2022,March,893.714764507,287.2500983,606.4646662069999,2022-03-01
ALAMEDA,2022,April,783.3143750219999,234.7485025,548.5658725220001,2022-04-01
ALAMEDA,2022,May,814.6381331,233.508164,581.1299691,2022-05-01
ALAMEDA,2022,June,843.543432422,244.3257717,599.2176607220001,2022-06-01
ALAMEDA,2022,July,831.916879949,243.8926775,588.024202449,2022-07-01
ALAMEDA,2022,August,899.29422252,266.2828337,633.01138882,2022-08-01
ALAMEDA,2022,September,908.110435259,270.3250176,637.785417659,2022-09-01
ALAMEDA,2022,October,883.4323358500001,228.1251367,655.30719915,2022-10-01
ALAMEDA,2022,November,843.565893271,233.1087223,610.457170971,2022-11-01
ALAMEDA,2022,December,983.392717989,309.5673379,673.8253800889999,2022-12-01
ALAMEDA,2023,January,988.1685262440001,314.7898488,673.378677444,2023-01-01
ALAMEDA,2023,February,868.299418791,268.9656536,599.333765191,2023-02-01
ALAMEDA,2023,March,1058.685301994,321.8788647,736.806437294,2023-03-01
ALAMEDA,2023,April,880.340768772,251.0569316,629.283837172,2023-04-01
ALAMEDA,2023,May,940.925765297,244.6685418,696.257223497,2023-05-01
ALAMEDA,2023,June,938.251171515,236.9020157,701.3491558149999,2023-06-01
ALAMEDA,2023,July,966.860181525,239.7042254,727.1559561250001,2023-07-01
ALAMEDA,2023,August,1053.760564292,274.4206699,779.339894392,2023-08-01
ALAMEDA,2023,September,966.8837364660001,245.8510582,721.032678266,2023-09-01
ALAMEDA,2023,October,915.36216962,238.0941534,677.26801622,2023-10-01
ALAMEDA,2023,November,866.870775915,223.2176618,643.6531141150001,2023-11-01
ALAMEDA,2023,December,916.9170192180001,267.2214482,649.6955710179999,2023-12-01
ALAMEDA,2024,January,974.781795168,311.9155562,662.866238968,2024-01-01
ALAMEDA,2024,February,912.039447001,274.9552006,637.0842464010001,2024-02-01
ALAMEDA,2024,March,927.5349665670001,274.5627582,652.9722083670001,2024-03-01
ALAMEDA,2024,April,933.8512898619999,257.6558482,676.1954416619999,2024-04-01
ALAMEDA,2024,May,913.208783841,245.9675699,667.241213941,2024-05-01
ALAMEDA,2024,June,888.155563204,231.4248231,656.730740104,2024-06-01
ALAMEDA,2024,July,1112.761901472,288.5570315,824.204869972,2024-07-01
ALAMEDA,2024,August,1086.437458945,278.137516,808.2999429449999,2024-08-01
ALAMEDA,2024,September,1009.511025823,250.3560926,759.154933223,2024-09-01
ALAMEDA,2024,October,1068.757663245,274.5390047,794.2186585449999,2024-10-01
ALAMEDA,2024,November,855.852102961,215.4084121,640.443690861,2024-11-01
ALAMEDA,2024,December,1016.8037212349999,298.8367141,717.967007135,2024-12-01
ALPINE,2008,January,2.4512251579999997,1.141509129,1.309716029,2008-01-01
ALPINE,2008,February,2.4445412319999997,1.164049934,1.2804912979999998,2008-02-01
ALPINE,2008,March,2.0478534269999997,0.849555608,1.198297819,2008-03-01
ALPINE,2008,April,1.6641999209999998,0.818824967,0.8453749540000001,2008-04-01
ALPINE,2008,May,0.9138725820000001,0.601869383,0.312003199,2008-05-01
ALPINE,2008,June,1.146626951,0.565887136,0.5807398149999999,2008-06-01
ALPINE,2008,July,1.1144806479999998,0.572742506,0.5417381419999999,2008-07-01
ALPINE,2008,August,1.272036007,0.753439236,0.518596771,2008-08-01
ALPINE,2008,September,0.888804178,0.43335153,0.455452648,2008-09-01
ALPINE,2008,October,1.0386451700000001,0.569918189,0.468726981,2008-10-01
ALPINE,2008,November,1.286724497,0.602138766,0.6845857309999999,2008-11-01
ALPINE,2008,December,2.012257607,0.839366509,1.172891098,2008-12-01
ALPINE,2009,January,2.122340584,1.603827348,0.5185132360000001,2009-01-01
ALPINE,2009,February,2.2662634,1.73840843,0.52785497,2009-02-01
ALPINE,2009,March,1.8979496009999999,1.361771351,0.53617825,2009-03-01
ALPINE,2009,April,1.7508237599999998,1.246373461,0.504450299,2009-04-01
ALPINE,2009,May,1.172515273,0.799580008,0.37293526499999996,2009-05-01
ALPINE,2009,June,0.976512242,0.683219939,0.29329230300000003,2009-06-01
ALPINE,2009,July,1.193602503,0.714469984,0.47913251900000003,2009-07-01
ALPINE,2009,August,1.1588210700000001,0.773754621,0.385066449,2009-08-01
ALPINE,2009,September,0.9647254630000001,0.678557102,0.286168361,2009-09-01
ALPINE,2009,October,1.086533555,0.758839282,0.32769427300000004,2009-10-01
ALPINE,2009,November,1.3880309080000002,0.954570129,0.433460779,2009-11-01
ALPINE,2009,December,2.298949846,1.728908048,0.5700417980000001,2009-12-01
ALPINE,2010,January,2.309592908,1.675296144,0.634296764,2010-01-01
ALPINE,2010,February,2.151245225,1.566713945,0.5845312800000001,2010-02-01
ALPINE,2010,March,1.8855846589999998,1.330339378,0.555245281,2010-03-01
ALPINE,2010,April,1.9544371879999998,1.402027465,0.552409723,2010-04-01
ALPINE,2010,May,1.164910366,0.752726169,0.4121841969999999,2010-05-01
ALPINE,2010,June,0.844497016,0.570548134,0.273948882,2010-06-01
ALPINE,2010,July,1.02785903,0.748324574,0.279534456,2010-07-01
ALPINE,2010,August,1.017273229,0.738132787,0.279140442,2010-08-01
ALPINE,2010,September,1.038573485,0.680028901,0.35854458399999994,2010-09-01
ALPINE,2010,October,0.9777801880000001,0.634510922,0.3432692660000001,2010-10-01
ALPINE,2010,November,1.406542101,0.928963222,0.47757887899999996,2010-11-01
ALPINE,2010,December,1.892567283,1.43946728,0.45310000300000003,2010-12-01
ALPINE,2011,January,2.191503874,1.696186124,0.49531775,2011-01-01
ALPINE,2011,February,1.963597045,1.440020157,0.523576888,2011-02-01
ALPINE,2011,March,1.927637259,1.450464665,0.477172594,2011-03-01
ALPINE,2011,April,1.232681914,0.747117769,0.485564145,2011-04-01
ALPINE,2011,May,0.754212235,0.446023072,0.308189163,2011-05-01
ALPINE,2011,June,1.056325297,0.426934291,0.629391006,2011-06-01
ALPINE,2011,July,0.6781241140000001,0.399620906,0.278503208,2011-07-01
ALPINE,2011,August,0.762718264,0.471259659,0.291458605,2011-08-01
ALPINE,2011,September,0.624232472,0.320695358,0.303537114,2011-09-01
ALPINE,2011,October,0.692809272,0.397193642,0.2956156299999999,2011-10-01
ALPINE,2011,November,1.027318323,0.583570738,0.443747585,2011-11-01
ALPINE,2011,December,1.404931949,0.737141389,0.6677905599999999,2011-12-01
ALPINE,2012,January,1.5334565,0.811829646,0.721626854,2012-01-01
ALPINE,2012,February,1.074919631,0.679373702,0.395545929,2012-02-01
ALPINE,2012,March,1.154137774,0.628347347,0.525790427,2012-03-01
ALPINE,2012,April,1.1478180949999999,0.726950729,0.420867366,2012-04-01
ALPINE,2012,May,0.948603714,0.631877695,0.316726019,2012-05-01
ALPINE,2012,June,0.8918949700000001,0.631309293,0.26058567699999996,2012-06-01
ALPINE,2012,July,1.062485138,0.735513562,0.326971576,2012-07-01
ALPINE,2012,August,1.140688056,0.800921954,0.339766102,2012-08-01
ALPINE,2012,September,0.9931426959999999,0.68697943,0.306163266,2012-09-01
ALPINE,2012,October,0.8714922589999999,0.645527062,0.22596519699999998,2012-10-01
ALPINE,2012,November,1.235614693,0.939704493,0.2959102,2012-11-01
ALPINE,2012,December,1.8659780619999997,1.41173556,0.45424250200000005,2012-12-01
ALPINE,2013,January,2.343105031,1.837440895,0.505664136,2013-01-01
ALPINE,2013,February,1.993096535,1.570376245,0.42272028999999994,2013-02-01
ALPINE,2013,March,1.761226289,1.391992718,0.369233571,2013-03-01
ALPINE,2013,April,1.736751634,1.294900177,0.441851457,2013-04-01
ALPINE,2013,May,1.004248897,0.767960836,0.236288061,2013-05-01
ALPINE,2013,June,1.07579286,0.704484678,0.371308182,2013-06-01
ALPINE,2013,July,1.407780106,0.875184342,0.532595764,2013-07-01
ALPINE,2013,August,1.220713133,0.83358182,0.387131313,2013-08-01
ALPINE,2013,September,1.122608034,0.792523584,0.33008445,2013-09-01
ALPINE,2013,October,0.986958022,0.746379864,0.24057815800000001,2013-10-01
ALPINE,2013,November,1.404612663,1.030273607,0.374339056,2013-11-01
ALPINE,2013,December,2.156786231,1.616542977,0.540243254,2013-12-01
ALPINE,2014,January,1.7791431160000002,1.319610235,0.45953288100000006,2014-01-01
ALPINE,2014,February,1.658614709,1.204513419,0.45410129000000005,2014-02-01
ALPINE,2014,March,1.771102153,1.301803399,0.46929875400000004,2014-03-01
ALPINE,2014,April,1.66175647,1.258721678,0.40303479200000003,2014-04-01
ALPINE,2014,May,1.24563267,0.844044976,0.40158769399999994,2014-05-01
ALPINE,2014,June,1.003196062,0.796487264,0.20670879800000003,2014-06-01
ALPINE,2014,July,1.0997919139999999,0.801886201,0.297905713,2014-07-01
ALPINE,2014,August,0.962784227,0.728891913,0.233892314,2014-08-01
ALPINE,2014,September,0.974723707,0.730892669,0.243831038,2014-09-01
ALPINE,2014,October,1.051423975,0.785486827,0.265937148,2014-10-01
ALPINE,2014,November,1.107866652,0.871618095,0.236248557,2014-11-01
ALPINE,2014,December,1.7079441249999998,1.371633851,0.336310274,2014-12-01
ALPINE,2015,January,2.141473559,1.532195796,0.609277763,2015-01-01
ALPINE,2015,February,1.532806191,1.16604943,0.366756761,2015-02-01
ALPINE,2015,March,1.7763568299999999,1.094227222,0.682129608,2015-03-01
ALPINE,2015,April,1.2897157160000001,0.942628168,0.347087548,2015-04-01
ALPINE,2015,May,1.0291276919999999,0.726488305,0.302639387,2015-05-01
ALPINE,2015,June,0.9161572640000001,0.638635422,0.27752184199999996,2015-06-01
ALPINE,2015,July,1.149810144,0.856451564,0.29335858,2015-07-01
ALPINE,2015,August,1.012126314,0.755709522,0.256416792,2015-08-01
ALPINE,2015,September,0.9703187369999999,0.730508061,0.239810676,2015-09-01
ALPINE,2015,October,1.0787489080000001,0.813577497,0.265171411,2015-10-01
ALPINE,2015,November,1.403988772,1.13099646,0.27299231199999996,2015-11-01
ALPINE,2015,December,1.949885398,1.508652129,0.44123326900000004,2015-12-01
ALPINE,2016,January,2.18054725,1.283613904,0.896933346,2016-01-01
ALPINE,2016,February,2.002170279,1.09346027,0.908710009,2016-02-01
ALPINE,2016,March,1.838918297,0.924070249,0.914848048,2016-03-01
ALPINE,2016,April,1.415104157,0.767271254,0.647832903,2016-04-01
ALPINE,2016,May,1.1066561470000003,0.599457776,0.5071983710000001,2016-05-01
ALPINE,2016,June,1.191084157,0.540502314,0.6505818429999999,2016-06-01
ALPINE,2016,July,1.0934816029999999,0.650676387,0.442805216,2016-07-01
ALPINE,2016,August,1.057236298,0.577016639,0.480219659,2016-08-01
ALPINE,2016,September,0.871910337,0.519170968,0.352739369,2016-09-01
ALPINE,2016,October,1.121504654,0.70251264,0.41899201399999997,2016-10-01
ALPINE,2016,November,1.4382244229999999,0.705396261,0.732828162,2016-11-01
ALPINE,2016,December,2.142175662,0.971123271,1.1710523910000001,2016-12-01
ALPINE,2017,January,2.4455140460000004,1.35481223,1.0907018160000002,2017-01-01
ALPINE,2017,February,2.183087977,1.185437218,0.9976507589999999,2017-02-01
ALPINE,2017,March,2.131535186,1.111621904,1.0199132819999999,2017-03-01
ALPINE,2017,April,1.63098273,0.915855904,0.715126826,2017-04-01
ALPINE,2017,May,1.294641354,0.657831545,0.636809809,2017-05-01
ALPINE,2017,June,1.290954765,0.60510459,0.685850175,2017-06-01
ALPINE,2017,July,1.2200309459999998,0.668928503,0.551102443,2017-07-01
ALPINE,2017,August,1.219717131,0.651541378,0.568175753,2017-08-01
ALPINE,2017,September,0.988055611,0.574738255,0.41331735599999997,2017-09-01
ALPINE,2017,October,0.952005569,0.652989203,0.29901636600000003,2017-10-01
ALPINE,2017,November,1.513609848,0.722472894,0.791136954,2017-11-01
ALPINE,2017,December,2.187129276,0.929784114,1.257345162,2017-12-01
ALPINE,2018,January,2.270192386,1.090010131,1.180182255,2018-01-01
ALPINE,2018,February,2.112525635,1.008311705,1.10421393,2018-02-01
ALPINE,2018,March,2.212659827,1.13736403,1.075295797,2018-03-01
ALPINE,2018,April,1.617866055,0.85440566,0.7634603949999998,2018-04-01
ALPINE,2018,May,1.101715916,0.57424593,0.527469986,2018-05-01
ALPINE,2018,June,1.208177727,0.572355131,0.635822596,2018-06-01
ALPINE,2018,July,1.186031247,0.684846024,0.501185223,2018-07-01
ALPINE,2018,August,1.1469509279999999,0.670100049,0.476850879,2018-08-01
ALPINE,2018,September,0.980931687,0.565290909,0.415640778,2018-09-01
ALPINE,2018,October,1.088937608,0.610919019,0.47801858900000005,2018-10-01
ALPINE,2018,November,1.671395216,0.734938057,0.9364571589999999,2018-11-01
ALPINE,2018,December,2.252526217,1.055652768,1.196873449,2018-12-01
ALPINE,2019,January,2.438539177,1.306057257,1.13248192,2019-01-01
ALPINE,2019,February,2.12664618,1.171391468,0.955254712,2019-02-01
ALPINE,2019,March,2.1904122850000003,1.152647428,1.037764857,2019-03-01
ALPINE,2019,April,1.7089488630000003,0.935497074,0.773451789,2019-04-01
ALPINE,2019,May,1.189347339,0.657091155,0.532256184,2019-05-01
ALPINE,2019,June,1.066291709,0.632101583,0.43419012600000007,2019-06-01
ALPINE,2019,July,1.1709017259999999,0.678005928,0.492895798,2019-07-01
ALPINE,2019,August,1.128711027,0.664403264,0.46430776300000004,2019-08-01
ALPINE,2019,September,1.062926724,0.632516136,0.430410588,2019-09-01
ALPINE,2019,October,1.160877545,0.66768975,0.49318779500000004,2019-10-01
ALPINE,2019,November,1.503133819,0.665482059,0.83765176,2019-11-01
ALPINE,2019,December,2.339199464,1.092636215,1.246563249,2019-12-01
ALPINE,2020,January,2.327663217,1.241534776,1.086128441,2020-01-01
ALPINE,2020,February,2.0056575999999997,1.056138399,0.9495192009999999,2020-02-01
ALPINE,2020,March,1.832882023,0.971468756,0.861413267,2020-03-01
ALPINE,2020,April,1.462225746,0.893136044,0.5690897020000001,2020-04-01
ALPINE,2020,May,1.0808248759999999,0.650408967,0.43041590899999993,2020-05-01
ALPINE,2020,June,1.168555232,0.685352158,0.483203074,2020-06-01
ALPINE,2020,July,1.212551779,0.752657025,0.459894754,2020-07-01
ALPINE,2020,August,1.184885956,0.705125362,0.479760594,2020-08-01
ALPINE,2020,September,1.128844889,0.694696981,0.434147908,2020-09-01
ALPINE,2020,October,0.9991025309999999,0.620023829,0.379078702,2020-10-01
ALPINE,2020,November,1.62400425,0.820805076,0.803199174,2020-11-01
ALPINE,2020,December,2.4503453289999997,1.108187198,1.342158131,2020-12-01
ALPINE,2021,January,2.295816414,1.212745875,1.0830705390000002,2021-01-01
